Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TA","Animaux vivants","10","Australie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","258","","Donnée officielle"
"TA","Animaux vivants","10","Australie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","1170","","Donnée officielle"
"TA","Animaux vivants","11","Autriche","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","11802","","Donnée officielle"
"TA","Animaux vivants","11","Autriche","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","27464","","Donnée officielle"
"TA","Animaux vivants","11","Autriche","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","9805","","Donnée officielle"
"TA","Animaux vivants","11","Autriche","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","9075","","Donnée officielle"
"TA","Animaux vivants","52","Azerbaïdjan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","6942","","Donnée officielle"
"TA","Animaux vivants","52","Azerbaïdjan","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","5109","","Donnée officielle"
"TA","Animaux vivants","52","Azerbaïdjan","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4","","Donnée officielle"
"TA","Animaux vivants","52","Azerbaïdjan","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","25","","Donnée officielle"
"TA","Animaux vivants","12","Bahamas","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","515","*","Chiffre non officiel"
"TA","Animaux vivants","12","Bahamas","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","821","","Donnée officielle"
"TA","Animaux vivants","13","Bahreïn","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","151","*","Chiffre non officiel"
"TA","Animaux vivants","13","Bahreïn","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","173","","Donnée officielle"
"TA","Animaux vivants","13","Bahreïn","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","13","Bahreïn","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","","M","Donnée non disponible"
"TA","Animaux vivants","16","Bangladesh","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2356","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","16","Bangladesh","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","10232","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","16","Bangladesh","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","16","Bangladesh","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","14","Barbade","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","14","Barbade","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","14","Barbade","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","602","","Donnée officielle"
"TA","Animaux vivants","14","Barbade","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","630","","Donnée officielle"
"TA","Animaux vivants","57","Bélarus","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","22533","","Donnée officielle"
"TA","Animaux vivants","57","Bélarus","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","18650","","Donnée officielle"
"TA","Animaux vivants","57","Bélarus","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","56","","Donnée officielle"
"TA","Animaux vivants","57","Bélarus","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","64","","Donnée officielle"
"TA","Animaux vivants","255","Belgique","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","154169","","Donnée officielle"
"TA","Animaux vivants","255","Belgique","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","334425","","Donnée officielle"
"TA","Animaux vivants","255","Belgique","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","99615","","Donnée officielle"
"TA","Animaux vivants","255","Belgique","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","87024","","Donnée officielle"
"TA","Animaux vivants","15","Belgique-Luxembourg","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","15","Belgique-Luxembourg","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","15","Belgique-Luxembourg","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","15","Belgique-Luxembourg","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","23","Belize","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","121","","Donnée officielle"
"TA","Animaux vivants","23","Belize","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","403","","Donnée officielle"
"TA","Animaux vivants","23","Belize","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","23","Belize","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","53","Bénin","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","73","","Donnée officielle"
"TA","Animaux vivants","53","Bénin","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","82","","Donnée officielle"
"TA","Animaux vivants","53","Bénin","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","53","Bénin","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","18","Bhoutan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","16","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","18","Bhoutan","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","90","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","19","Bolivie (État plurinational de)","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1623","","Donnée officielle"
"TA","Animaux vivants","19","Bolivie (État plurinational de)","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","6314","","Donnée officielle"
"TA","Animaux vivants","19","Bolivie (État plurinational de)","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","19","Bolivie (État plurinational de)","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","80","Bosnie-Herzégovine","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","888","*","Chiffre non officiel"
"TA","Animaux vivants","80","Bosnie-Herzégovine","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1840","","Donnée officielle"
"TA","Animaux vivants","80","Bosnie-Herzégovine","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1227","","Donnée officielle"
"TA","Animaux vivants","80","Bosnie-Herzégovine","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","2377","","Donnée officielle"
"TA","Animaux vivants","20","Botswana","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","807","*","Chiffre non officiel"
"TA","Animaux vivants","20","Botswana","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","2934","","Donnée officielle"
"TA","Animaux vivants","20","Botswana","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","","Donnée officielle"
"TA","Animaux vivants","20","Botswana","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","1","","Donnée officielle"
"TA","Animaux vivants","21","Brésil","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","156","","Donnée officielle"
"TA","Animaux vivants","21","Brésil","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","2071","","Donnée officielle"
"TA","Animaux vivants","21","Brésil","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","21920","","Donnée officielle"
"TA","Animaux vivants","21","Brésil","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","51997","","Donnée officielle"
"TA","Animaux vivants","26","Brunéi Darussalam","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","719","","Donnée officielle"
"TA","Animaux vivants","26","Brunéi Darussalam","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","893","","Donnée officielle"
"TA","Animaux vivants","26","Brunéi Darussalam","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","26","Brunéi Darussalam","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","27","Bulgarie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3079","","Donnée officielle"
"TA","Animaux vivants","27","Bulgarie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","6093","","Donnée officielle"
"TA","Animaux vivants","27","Bulgarie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","20081","","Donnée officielle"
"TA","Animaux vivants","27","Bulgarie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","8829","","Donnée officielle"
"TA","Animaux vivants","233","Burkina Faso","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","559","","Donnée officielle"
"TA","Animaux vivants","233","Burkina Faso","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","759","","Donnée officielle"
"TA","Animaux vivants","233","Burkina Faso","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","239","","Donnée officielle"
"TA","Animaux vivants","233","Burkina Faso","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","117","","Donnée officielle"
"TA","Animaux vivants","29","Burundi","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","179","","Donnée officielle"
"TA","Animaux vivants","29","Burundi","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","251","","Donnée officielle"
"TA","Animaux vivants","29","Burundi","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4","","Donnée officielle"
"TA","Animaux vivants","29","Burundi","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","3","","Donnée officielle"
"TA","Animaux vivants","35","Cabo Verde","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","141","*","Chiffre non officiel"
"TA","Animaux vivants","35","Cabo Verde","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","253","","Donnée officielle"
"TA","Animaux vivants","115","Cambodge","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","136","*","Chiffre non officiel"
"TA","Animaux vivants","115","Cambodge","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","502","","Donnée officielle"
"TA","Animaux vivants","115","Cambodge","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","115","Cambodge","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","32","Cameroun","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1696","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","32","Cameroun","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3660","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","32","Cameroun","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","32","Cameroun","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","33","Canada","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","60652","","Donnée officielle"
"TA","Animaux vivants","33","Canada","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","38152","","Donnée officielle"
"TA","Animaux vivants","33","Canada","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","5874","","Donnée officielle"
"TA","Animaux vivants","33","Canada","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","14454","","Donnée officielle"
"TA","Animaux vivants","40","Chili","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","385","*","Chiffre non officiel"
"TA","Animaux vivants","40","Chili","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","4013","","Donnée officielle"
"TA","Animaux vivants","40","Chili","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","40","Chili","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","351","Chine","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","9867","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TA","Animaux vivants","351","Chine","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","76306","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TA","Animaux vivants","351","Chine","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","7168","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TA","Animaux vivants","351","Chine","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","29756","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TA","Animaux vivants","96","Chine - RAS de Hong-Kong","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3679","","Donnée officielle"
"TA","Animaux vivants","96","Chine - RAS de Hong-Kong","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","9871","","Donnée officielle"
"TA","Animaux vivants","96","Chine - RAS de Hong-Kong","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","96","Chine - RAS de Hong-Kong","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","128","Chine - RAS de Macao","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2700","F","Estimation FAO"
"TA","Animaux vivants","128","Chine - RAS de Macao","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","12150","F","Estimation FAO"
"TA","Animaux vivants","128","Chine - RAS de Macao","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","128","Chine - RAS de Macao","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","41","Chine, continentale","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3190","","Donnée officielle"
"TA","Animaux vivants","41","Chine, continentale","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","50700","","Donnée officielle"
"TA","Animaux vivants","41","Chine, continentale","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","7168","","Donnée officielle"
"TA","Animaux vivants","41","Chine, continentale","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","29756","","Donnée officielle"
"TA","Animaux vivants","214","Chine, Taiwan Province de","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","298","","Donnée officielle"
"TA","Animaux vivants","214","Chine, Taiwan Province de","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3585","","Donnée officielle"
"TA","Animaux vivants","214","Chine, Taiwan Province de","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","214","Chine, Taiwan Province de","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","50","Chypre","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","347","","Donnée officielle"
"TA","Animaux vivants","50","Chypre","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","715","","Donnée officielle"
"TA","Animaux vivants","50","Chypre","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","50","Chypre","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","*","Chiffre non officiel"
"TA","Animaux vivants","44","Colombie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","713","","Donnée officielle"
"TA","Animaux vivants","44","Colombie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","8926","","Donnée officielle"
"TA","Animaux vivants","44","Colombie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1986","","Donnée officielle"
"TA","Animaux vivants","44","Colombie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","2432","","Donnée officielle"
"TA","Animaux vivants","45","Comores","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","22","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","45","Comores","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","15","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","46","Congo","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","32","*","Chiffre non officiel"
"TA","Animaux vivants","46","Congo","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","47","","Donnée officielle"
"TA","Animaux vivants","48","Costa Rica","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1214","","Donnée officielle"
"TA","Animaux vivants","48","Costa Rica","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3864","","Donnée officielle"
"TA","Animaux vivants","48","Costa Rica","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","3441","","Donnée officielle"
"TA","Animaux vivants","48","Costa Rica","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","2828","","Donnée officielle"
"TA","Animaux vivants","107","Côte d'Ivoire","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","421","*","Chiffre non officiel"
"TA","Animaux vivants","107","Côte d'Ivoire","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1595","","Donnée officielle"
"TA","Animaux vivants","107","Côte d'Ivoire","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","8","*","Chiffre non officiel"
"TA","Animaux vivants","107","Côte d'Ivoire","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","5","","Donnée officielle"
"TA","Animaux vivants","98","Croatie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2422","","Donnée officielle"
"TA","Animaux vivants","98","Croatie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","2962","","Donnée officielle"
"TA","Animaux vivants","98","Croatie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","5765","","Donnée officielle"
"TA","Animaux vivants","98","Croatie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","3757","","Donnée officielle"
"TA","Animaux vivants","49","Cuba","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","49","Cuba","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","49","Cuba","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","49","Cuba","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","54","Danemark","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","4378","","Donnée officielle"
"TA","Animaux vivants","54","Danemark","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","16446","","Donnée officielle"
"TA","Animaux vivants","54","Danemark","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","47796","","Donnée officielle"
"TA","Animaux vivants","54","Danemark","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","79194","","Donnée officielle"
"TA","Animaux vivants","72","Djibouti","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","72","Djibouti","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","","M","Donnée non disponible"
"TA","Animaux vivants","55","Dominique","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","98","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","55","Dominique","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","140","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","59","Égypte","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","64","*","Chiffre non officiel"
"TA","Animaux vivants","59","Égypte","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","421","","Donnée officielle"
"TA","Animaux vivants","59","Égypte","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","12","*","Chiffre non officiel"
"TA","Animaux vivants","59","Égypte","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","29","","Donnée officielle"
"TA","Animaux vivants","60","El Salvador","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3378","","Donnée officielle"
"TA","Animaux vivants","60","El Salvador","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","4519","","Donnée officielle"
"TA","Animaux vivants","60","El Salvador","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","14310","","Donnée officielle"
"TA","Animaux vivants","60","El Salvador","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","8345","","Donnée officielle"
"TA","Animaux vivants","225","Émirats arabes unis","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1240","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","225","Émirats arabes unis","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3037","R","Données estimées en utilisant les données des pays partenaires"
